filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,Gender
8.wav,-277.5202,194.60614,18.645079,17.698494,-21.38066,-1.854895,-15.282217,-17.693546,10.042511,-21.093056,-12.158022,-6.6348014,-8.161222,1.2835428,-11.410017,1.6725017,-7.3127747,-15.244062,-2.3867748,-11.2952175,211.18556706693835,0.0443115234375,1
945.wav,-273.3888,142.79863,35.23826,29.648634,-25.307697,1.0805475,-14.251239,-24.447227,12.351082,-11.545834,-7.7340703,1.1220723,-6.9745445,-6.0837483,-11.84897,-5.41026,-13.913588,-13.534288,-4.6222906,-8.720676,354.61532511186664,0.06781005859375,0
831.wav,-228.79147,150.94563,-19.747128,63.852947,-11.023868,25.763885,15.760628,-17.421373,6.9527516,-22.80012,-11.169924,-11.123514,-12.361883,-1.1070905,-12.496201,-0.30751365,5.449565,1.0099635,-3.291,-4.426342,146.44520586367284,0.08160400390625,1
6.wav,-303.0833,166.51617,-5.5877085,29.38477,0.41078794,-13.075367,0.14736456,-24.677952,-20.084175,3.2733874,5.2335453,-9.122027,-4.2149763,-0.78816044,-8.313282,-2.735684,-11.994127,-10.808456,-3.0379128,-12.311773,179.13752865133105,0.029937744140625,1
813.wav,-198.13518,125.73071,-51.69211,58.196095,-58.171524,-16.874405,-1.9514965,-43.124752,-1.7054384,-23.677813,-17.288685,-8.226385,-6.9363093,1.2680914,-11.122889,-0.3264219,-2.8344793,-7.3354406,-4.3289795,-9.714118,299.92248809729523,0.11322021484375,0
9.wav,-235.36429,157.6325,-12.967388,69.35308,10.44084,-4.827736,-14.75761,-21.112103,-14.046402,-34.431465,-5.0332603,-15.625796,-8.040321,22.044014,-7.687648,-4.639206,10.4177,1.3109376,-4.2397013,-4.650203,163.32728314182623,0.05419921875,1
877.wav,-284.91034,154.99228,6.063427,31.069218,17.028862,6.068681,10.376402,6.5749516,24.47496,6.2120667,-9.395874,15.035362,15.130158,-1.7932688,-4.601493,0.16862929,1.9180233,3.2406025,8.892782,13.805453,425.02047667792414,0.025390625,0
9.wav,-313.66876,144.74944,-27.022625,10.63466,-17.087917,-2.6399188,-18.238651,-39.14502,-10.319857,2.7110505,1.2749159,-34.642933,-22.7603,3.3830569,-17.97271,-9.384371,-9.066894,-14.608125,2.650564,1.2727145,207.34432861782847,0.10797119140625,1
343.wav,-257.83124,196.6337,-59.015793,31.347672,0.2576379,-22.501583,-21.702938,-31.51574,2.534889,-12.912794,-13.509738,-11.340021,-11.529511,9.265023,-22.247036,-17.476063,3.0097961,-20.108198,-5.032344,2.6906512,160.33418361692898,0.057891845703125,1
1.wav,-247.4477,176.64758,-45.057472,61.219437,-27.820496,8.227069,-7.950269,-36.107697,13.409363,-13.108663,9.87307,3.217871,-4.3154554,13.015429,-16.545084,-8.194528,-2.8021078,-8.848909,-4.7136908,-8.295846,0.0,0.111053466796875,1
7.wav,-256.63083,220.37984,-23.6829,15.098235,12.470804,14.6098,13.509979,-9.626253,-3.1984553,-12.712702,-0.29505777,7.6453943,-7.8875856,-2.693436,-2.4253836,-1.159487,-1.3114839,-3.653861,0.28409827,-2.5133126,134.0899296124419,0.03662109375,1
161.wav,-221.81377,151.33966,-32.11912,89.589584,-30.232346,-30.364254,-11.525038,-25.941536,5.4750347,-27.721495,-10.631653,2.346124,-12.949165,-9.554249,-7.678061,-0.70748544,-10.648288,-5.770032,-3.18768,-8.60387,272.4285901452877,0.097900390625,0
7.wav,-227.08316,177.89651,-29.607307,48.093987,-20.45018,-15.921193,-0.37062836,-44.006115,-5.913238,-19.128017,-27.419859,-6.7859726,-19.528702,-2.4095297,-8.231823,-13.935089,0.76624155,-9.978173,-0.86147946,-1.4074938,162.5322820405836,0.039886474609375,1
7.wav,-215.99052,137.30917,-42.360306,16.684418,-29.386728,-28.280613,-4.812016,-16.68858,-11.971138,-27.159939,-20.678654,-8.8193445,-10.402755,-11.996037,-15.076697,-12.817211,-6.8646703,9.521836,17.647022,24.838785,444.8233580107496,0.04766845703125,0
265.wav,-147.94418,171.82387,-51.45737,70.50323,-17.618,-28.453758,-8.565357,-18.401863,1.928578,-16.119003,-1.9531136,-0.9226544,-7.256198,-3.0928082,-0.63903975,5.6699667,-11.884871,-7.481079,-2.5233307,-11.252615,278.93733764323537,0.063629150390625,0
3.wav,-210.68048,160.2309,-14.387509,77.14261,-26.537693,14.871299,0.22589493,-42.68986,6.608246,-21.194492,0.027563691,9.25477,-2.8703299,1.7774115,-12.669072,0.04600358,-18.537304,-17.747288,2.5998704,-15.519464,139.61782833512322,0.054840087890625,1
433.wav,-248.21559,146.92892,-43.111496,7.5018992,-29.503723,-28.893234,-7.4009123,-25.641937,-2.568846,-9.262686,-23.432316,-9.113784,-0.6928189,-10.260338,-26.518614,-7.6451597,0.9693133,-16.148205,-9.9868355,-1.3850595,377.9592008073766,0.064666748046875,0
722.wav,-197.93604,151.21002,-36.40976,38.843693,-15.40305,-15.788493,-22.223038,-19.7789,17.15557,-21.124573,-8.950298,6.2441187,-5.033593,-11.306876,-27.825893,-7.036858,-8.030306,-11.719966,-0.2260437,-12.695207,306.3506876130956,0.035369873046875,0
98.wav,-191.83095,147.7458,-50.939358,51.210686,-47.386986,-1.8505778,-20.444298,-42.0039,17.223955,-23.45637,-1.0844145,1.1589336,-15.481404,4.42585,-15.944343,-17.729586,-15.496302,-16.895922,-13.217747,-16.968601,0.0,0.156951904296875,1
229.wav,-215.20683,196.04834,-29.673058,36.496986,-6.018449,-7.6904554,-4.659258,-26.365788,5.0615654,-4.4191165,6.052679,2.2728755,-18.424896,4.5389853,-12.769789,-12.972445,0.025020778,-16.840727,0.94998085,-5.7861195,146.06036933427944,0.039306640625,1
510.wav,-194.84633,168.18738,-38.88878,63.87371,-4.3870306,-0.74325025,-24.238293,-55.73814,3.341465,-15.151674,-7.7537785,-5.0918,-2.8102403,21.993193,-21.07079,-12.667276,-1.4448211,-36.29296,-23.317585,-9.587644,171.68493408412692,0.050567626953125,1
2.wav,-226.97275,166.11678,-4.0973034,65.83956,8.360855,0.98451614,0.7714137,-14.908413,1.8728743,-17.343937,-7.8941746,-8.125502,-16.652443,-2.95535,-9.811484,-7.4149914,3.0850005,0.31244284,-7.637041,-4.325296,157.52526089471465,0.04107666015625,1
902.wav,-204.10614,176.88419,-26.290298,57.431904,-15.505764,-5.6366076,24.830166,-39.7956,-3.7754946,7.265833,-8.673557,4.048213,-11.63731,6.6274476,2.485084,-14.682992,6.215679,-5.850024,-3.982798,4.4663215,158.42389558880532,0.0345458984375,1
110.wav,-196.62764,126.50493,-39.409447,135.23465,-15.443458,-18.718761,14.200817,-24.367212,10.049028,-13.511127,-6.461343,-2.6877103,-16.86083,1.9449652,-5.6552215,-8.263835,-0.54951966,-4.396059,-5.809078,0.012032792,156.57850736822297,0.14508056640625,1
9.wav,-328.32724,128.08502,-16.956436,29.87133,-9.174134,-9.929722,-1.2706531,-31.172096,-13.635176,-17.92679,-8.498941,5.61662,-14.058742,0.3624623,-3.6855705,-12.631874,6.7671394,-8.606052,-13.751085,-0.5798954,158.5895951913873,0.06103515625,1
133.wav,-239.57388,112.0292,-18.243536,70.35615,-11.620832,-28.49585,7.488465,10.226289,1.7163478,-22.191154,-7.9019356,-10.244509,-11.223555,-9.93002,-16.558805,-1.2276422,-9.815937,-14.904858,-3.81453,-8.09279,286.09720276796605,0.09588623046875,0
1.wav,-243.42679,188.91583,-12.640537,32.366653,6.865818,-5.3590536,3.66296,-33.116474,-18.977299,2.147816,-3.8041615,-12.040886,-13.095423,-1.8928169,-5.002961,-6.9893465,-3.2996397,-6.6852837,-2.965495,-2.325477,79.76881294929795,0.029144287109375,1
6.wav,-211.48813,198.55304,-31.830948,68.66549,-2.566488,-14.114681,-4.363365,-20.613335,17.901752,-3.3830686,-4.5510817,2.106629,-5.1635056,10.1674595,-1.36494,0.33573508,7.1697507,0.8618706,1.8607373,-0.6151836,133.5819043377851,0.018768310546875,1
4.wav,-315.89957,136.1109,-15.372703,30.988344,-24.56411,-4.2834263,-5.0477285,-39.631683,-6.2773867,-9.38854,-6.2385416,-3.4681208,-14.556052,-2.94026,-5.579768,-10.215025,-9.927034,-12.508741,-11.824678,-7.406923,152.23670744988783,0.11761474609375,1
650.wav,-202.55194,169.56868,-27.950842,76.8231,-22.744911,-1.9725242,-3.2501898,-30.942583,9.2905445,-4.8966384,6.9739594,1.2399173,-4.6800966,14.221903,-5.815496,-5.1520333,5.5786557,-6.609398,5.554103,-1.2023728,0.0,0.081146240234375,1
505.wav,-233.91592,140.5004,-57.6726,20.126225,-52.222584,-24.888924,-5.3865533,-41.18907,5.8059855,-10.373783,-20.621878,-7.8537545,-16.785116,-6.7877164,-9.245538,-4.866032,-7.3913326,-10.283017,-2.4655938,-9.257006,312.3650664163633,0.069091796875,0
6.wav,-236.10182,168.9883,-56.28034,40.330208,-18.7706,-30.88069,-0.77026975,-29.002195,1.8611798,-1.1968889,-16.864344,-7.3566093,-7.9471216,0.98144984,-12.689776,-12.178022,4.907751,-9.189165,-11.178245,0.16128504,209.8742258542884,0.0587158203125,1
2.wav,-176.43964,195.94281,-41.76402,45.950294,-13.384448,13.14348,18.176073,-34.47355,21.419704,3.788273,-8.66043,13.678747,-6.893172,1.698313,-0.9206018,-0.8590278,-0.61301225,-16.12586,0.7139033,1.894741,135.78385960960864,0.03900146484375,1
6.wav,-289.50018,226.83905,-4.8771095,-7.4147496,15.291531,-18.504658,-28.327934,-1.933346,10.393137,-9.420537,-14.175831,-1.3528898,1.3240693,-0.92953205,-6.380512,-6.561601,-4.705925,-6.2794776,-1.6868105,-5.1958528,180.52589227611057,0.043182373046875,1
8.wav,-313.77307,134.05748,-25.220167,67.88512,3.5097456,-12.3947735,-15.514832,-36.144814,0.22378987,-26.136187,-23.296806,-2.6795352,-15.71373,-3.1919487,-12.874041,-8.53691,4.4180713,-16.911835,-10.743301,-4.7643785,230.1013800924169,0.061370849609375,1
6.wav,-284.196,191.44188,-12.876905,31.49699,34.960777,9.561471,-1.0578142,-8.05345,7.2641,-2.2859645,-5.619541,2.258143,0.9472583,5.4487486,-2.3021643,-1.5384846,8.234379,-2.239086,-5.12113,5.6928287,0.0,0.0233154296875,1
427.wav,-225.47298,191.6611,-29.588642,29.14773,-11.835424,-8.358628,-5.9949923,-30.277222,3.7169352,-6.7240977,1.0925634,1.5955108,-21.979212,7.511143,-2.6997757,-15.780653,5.356985,-8.443677,-8.996111,-2.1196508,179.06652204110517,0.047149658203125,1
783.wav,-195.24902,158.59575,-54.95162,72.88372,-21.379206,-16.184948,17.892027,-26.95831,4.7950172,-4.8537207,-6.7143664,3.2081876,-10.370599,-2.8166156,-9.250542,-8.472922,-4.532201,-7.7237825,-6.9801674,-6.344659,180.8637029565372,0.074859619140625,1
973.wav,-310.5512,143.00941,1.2171013,22.15784,13.804848,-1.8059179,-1.3276298,-18.022766,-14.983316,-10.217699,-12.367304,-10.642278,-10.667025,-5.0620327,-5.3625374,-5.185825,0.34196973,-3.6035523,-4.136694,-1.2553989,233.7999531013134,0.052703857421875,1
2.wav,-241.12054,162.5841,-69.92793,-0.13443947,-21.732662,-4.242255,-5.911149,-15.492485,12.439108,-15.843113,-13.746015,-7.1023145,-10.17742,-8.240606,-16.238932,-1.683737,-4.610353,-3.4291563,1.4393108,-8.393586,331.49145341327045,0.08441162109375,0
533.wav,-236.68279,166.88597,-35.608418,67.98611,-10.679934,-30.808815,-13.687773,-20.645878,-6.0912857,-16.750011,8.102327,6.6013865,-0.20325264,1.9442573,-11.917055,0.77919436,-4.560931,-1.9427023,4.042089,-10.934427,280.2190819707967,0.054656982421875,0
7.wav,-254.98085,187.47372,9.580915,22.772507,-20.491558,-13.518845,14.206062,-20.07323,-16.953896,-12.0084,-11.736797,0.5107033,-1.2102549,6.9729795,2.6053028,-5.9161043,3.1384435,-0.53745055,-2.2278996,-0.2918797,141.7296899743553,0.0504150390625,1
8.wav,-225.1998,201.65714,-21.245918,35.464462,28.127525,1.8956807,-8.2990055,-11.577609,8.969727,-1.9615717,-3.4871385,3.1114724,3.5206242,4.7590723,-5.37251,-4.430457,-1.7731678,-4.9880447,-5.5815277,-1.380451,0.0,0.028076171875,1
8.wav,-211.3453,150.9737,-60.98631,55.074226,-29.475399,-3.173468,0.5811864,-27.15815,4.0537863,-16.723083,10.207825,-10.967925,-20.744629,10.893631,-16.57379,-0.71949804,6.2722473,-7.900199,-2.1073246,-11.037991,204.05694841665365,0.064605712890625,1
5.wav,-208.94016,138.11913,-15.15209,98.3109,-0.72014153,-13.307371,20.28106,-9.361435,5.245132,-14.900183,-2.1146863,2.115858,-16.664577,4.827951,-10.735773,-4.006552,6.4956064,-16.583668,-3.972884,-3.6903672,135.0150175165446,0.03076171875,1
8.wav,-227.50362,161.38416,-25.986906,96.81165,1.6578364,-7.9463587,3.193375,-19.037636,10.1637125,-17.527946,-10.01865,-1.7261561,-14.686813,0.7984568,0.6973083,-3.148746,-4.0696177,0.45391405,1.4745648,-4.9342937,127.83823126884252,0.0667724609375,1
210.wav,-276.92746,166.32332,-11.120249,15.495445,-5.8915114,-8.245559,5.844969,-14.094891,-17.21624,-32.529022,-25.653038,-16.920639,-17.18386,8.19823,-20.04208,-30.709896,15.97925,-3.5492473,-18.912416,5.317917,203.23131477375065,0.0361328125,1
9.wav,-238.94458,104.228485,-11.2783375,76.062874,-26.434711,-9.338564,0.1580767,-22.863071,-1.5546304,-30.881573,-5.4226007,-1.7321306,-8.7787,7.142054,-14.641486,-0.54853964,1.7494382,-9.982569,-1.0348171,-12.987151,293.44979007236395,0.076904296875,0
218.wav,-222.56516,154.35051,-51.865883,23.185373,-42.46209,-37.86649,-14.585825,-23.69482,-3.9696968,-19.65017,-1.6066724,-0.18505406,-17.24809,-4.1516886,-7.7353287,-9.106383,-4.614461,0.46385175,-1.3267139,-8.278366,282.9801054332876,0.05596923828125,0
3.wav,-245.7934,124.57511,0.7458625,52.64646,4.105631,-2.4083114,2.9498723,-9.645736,13.072217,-5.2118435,-1.7287256,7.494323,-7.305914,3.5125241,-1.809185,-6.8567634,-5.990139,-7.948744,3.0837927,-4.6955338,223.2737499788632,0.034271240234375,1
153.wav,-275.93817,157.57953,-51.433952,35.896492,-5.9046054,-33.569164,-11.552199,-7.3022804,-7.74224,-23.355652,-6.980239,-2.8554971,-7.1731386,-5.863285,-11.767864,-3.4357672,-10.599083,-14.70083,-3.2999258,-7.377413,291.4938364994565,0.098907470703125,0
216.wav,-237.47025,119.44228,-18.941565,45.316467,-48.635506,-31.336348,-1.6418751,-46.44487,-14.804166,-8.8439045,-17.105896,-10.929334,-10.587229,-5.9890676,-7.955024,-1.0709779,-0.6891619,1.1384988,4.3970337,-2.9765358,273.592403947379,0.069061279296875,0
958.wav,-299.42398,120.0213,46.421356,72.49944,-33.357864,-33.652203,8.020997,-21.235184,-12.200724,-6.6215887,-8.22014,-3.2400715,-7.3208694,-7.145789,-6.3956385,-5.4310923,-12.076319,-11.826002,-9.797352,-10.42787,301.8855644442114,0.029205322265625,0
344.wav,-304.604,152.2946,-6.0524282,36.039116,-19.832237,-21.902699,-21.834831,-25.049974,11.1954775,-13.325279,-22.813213,-8.599224,-11.0229,-12.718538,-12.600828,-8.686459,-13.012825,-12.6527195,-15.962561,-14.407099,330.6710507399926,0.05047607421875,0
810.wav,-221.4654,156.92072,-51.23311,10.173406,-36.183403,-18.057741,-10.144258,-28.006437,7.1510477,-15.9895935,-15.864873,-3.7653632,-16.832588,-9.085873,-10.667465,-6.825262,-0.78803456,-5.6784415,-9.195334,-6.58973,313.10564436525937,0.06805419921875,0
7.wav,-205.0536,155.38138,-46.39679,49.997322,8.904018,-34.801506,-28.345875,1.0027905,6.118319,-18.501095,16.6646,-3.8373554,-9.508249,13.596666,-22.821644,-4.0099845,-2.9184008,-24.191559,0.022283077,-11.661995,238.9458047432851,0.056854248046875,1
4.wav,-195.47244,137.70343,-76.21047,102.861496,-16.259033,-30.137192,14.504672,-32.355125,6.153498,-14.026262,-19.2692,3.5580258,-17.927902,-6.6550407,-7.089134,-7.4225836,1.9044452,-8.792954,-4.0156827,-2.1072958,171.46428028937163,0.0933837890625,1
852.wav,-190.14731,178.7779,-52.661415,46.88672,-21.721132,5.361302,3.2918644,-55.44545,1.5349417,14.459606,-7.025927,-18.485188,-12.5645,5.1996083,5.5609107,-0.96636695,-12.109959,-9.18593,-21.125755,-25.35105,136.4514539821299,0.077484130859375,1
672.wav,-258.8187,213.16843,20.52887,23.65509,-26.613447,-16.214668,-7.2482057,-20.449879,-13.002886,-17.665081,1.4158586,-0.73106223,-5.933651,6.977268,-4.4814625,-10.797688,-5.4640923,-3.7730224,-8.337092,-9.307953,168.8806199881235,0.047515869140625,1
2.wav,-218.64148,155.8029,-2.3728676,36.241776,-3.7214775,-4.6751966,-0.8988817,-28.25819,-5.7977,-11.203384,-11.686431,-3.4550881,-14.884095,-1.4542668,-3.074667,-11.290965,-5.7965393,-7.675673,-1.3719368,-0.021770239,278.62600996320674,0.06585693359375,1
654.wav,-248.88403,175.26505,-23.007744,21.172462,-30.549456,20.311491,22.408081,-34.654793,14.210173,2.7031565,1.7039852,22.479332,-6.07807,-3.1834784,-3.3899124,2.78227,11.518768,-5.275618,-6.3238597,-8.178379,192.63868136805905,0.062255859375,1
1.wav,-251.95798,133.65843,-0.8253458,80.781044,-18.768227,-8.071308,17.4468,-29.19312,-12.038535,-14.112293,2.0169623,-1.9851298,-18.705984,2.1436553,-10.080189,-2.1600277,0.091991544,-20.081308,-1.8527462,-4.760882,220.43710919329013,0.064605712890625,1
5.wav,-248.01114,180.86002,-23.294155,11.347662,-8.776086,-5.603233,-16.61126,-38.582085,-3.2306244,-20.203856,-27.759632,-9.358207,-12.328384,-4.022605,-11.020667,-6.7200556,-4.0817757,-19.279377,-4.996693,-2.7152932,203.62251439342504,0.04010009765625,1
117.wav,-292.59253,147.25082,-3.4262495,4.395343,-32.70566,-19.161425,-14.0055895,-36.39191,0.5681384,2.1292713,-12.377539,-0.11433494,-11.08778,-21.66867,-10.873218,-4.711613,-7.5494514,-1.0920256,-0.8663512,-8.653897,345.84403193567107,0.06072998046875,0
2.wav,-170.37534,164.58582,-44.415886,71.582825,-21.689114,-12.599734,1.5970874,-32.624584,3.992087,-14.89071,-5.1226864,-2.8125067,-15.089277,4.0154862,-9.443588,-6.0718117,-5.675761,-15.417808,-4.237099,-6.856429,155.59892009035372,0.0859375,1
342.wav,-190.18861,170.12576,-48.25335,60.33723,6.3092003,-32.43057,-20.96354,-27.809628,6.031754,-20.466995,-25.11166,0.09924699,-6.890922,-2.7295156,-18.46048,-2.622229,10.570984,-22.2487,-3.5370574,5.2492666,155.58354037798614,0.0579833984375,1
7.wav,-218.82957,176.03448,-24.725254,40.450348,-7.828948,-16.908195,7.7872314,-15.051911,-0.83805585,-9.643385,-5.411893,4.11455,-9.353256,5.3312635,-4.7991085,-13.472962,1.2163267,-8.515562,-8.738065,-5.7720046,155.94007449208078,0.0302734375,1
1.wav,-206.05495,135.31342,-47.860462,59.723186,9.148521,-12.457528,-5.3749156,-7.419616,14.652831,-3.336154,4.5243464,0.88609034,-1.1553667,7.9319706,-14.26828,-5.9913716,2.286666,-5.7696075,-2.175604,-0.8979217,181.2347935311164,0.1044921875,1
8.wav,-244.0064,127.54342,-12.225346,67.642,-4.720646,-40.624363,-18.470726,-18.196234,5.2659025,-7.6671505,-10.826291,-3.4601297,-16.527878,-11.990259,-7.2903314,-9.29229,-15.820209,-14.134858,-4.120864,-2.076596,380.9819241552078,0.059051513671875,0
725.wav,-248.05847,166.23132,-1.670464,64.072525,-36.199112,-16.086508,-13.242447,-30.853062,11.557069,-15.943683,-9.275974,-4.428961,-10.99316,-6.325918,-14.735093,-1.4678583,-10.2617,-8.964308,-4.3610363,-14.398928,283.00477353951385,0.059661865234375,0
994.wav,-252.81183,174.60345,-24.774132,-2.8740847,-19.15234,-11.911423,8.736174,-16.982944,-19.444042,-12.097832,-1.2526361,-5.4356422,-12.06389,6.510539,-2.8725128,-12.153269,-3.9664187,-12.5218725,-5.956068,3.272027,323.5356311480877,0.046600341796875,0
285.wav,-191.79605,137.2757,-70.35866,49.954536,-45.468414,-27.17615,-3.611999,-21.266275,8.69171,-15.986856,-13.312356,-14.684147,-5.6270704,1.6101594,-14.575271,-0.4501898,-8.580286,-5.472558,3.6778975,-2.7949128,389.7898303114092,0.074371337890625,0
5.wav,-238.86624,143.58395,-23.468468,33.599552,9.665903,2.5843716,-1.1098942,-16.037798,8.033058,3.8617158,-4.1854258,-3.975179,-3.1682048,-2.604998,-10.988947,-5.3835735,-2.3401506,-12.04789,-12.233574,-7.173356,227.3002943931904,0.045074462890625,1
7.wav,-271.9033,147.43884,-18.45096,44.29297,-12.697003,-24.198933,-1.4597781,-31.748474,-17.296661,-11.008602,-15.642888,-12.518583,-12.945486,-7.1334615,-10.632214,-10.419394,-10.610258,-13.057056,-9.037365,-11.678481,138.21905855988993,0.0570068359375,1
797.wav,-383.89496,105.06635,28.893452,26.120506,12.567832,-5.1178737,-4.586672,-12.873405,-19.111525,-15.067534,-15.425583,-12.995399,-6.859715,-7.873863,-9.816354,-6.0321198,-5.251831,-6.9743886,-3.4623597,-2.0537395,248.2592765096195,0.101593017578125,0
7.wav,-272.49188,176.27068,-19.835361,22.874207,-9.103237,-36.449883,-32.203396,-30.396652,3.1734633,-6.0362062,-20.716856,-16.273186,-19.521685,-4.44398,-3.9612517,-14.838181,-10.058712,-7.283019,-6.998966,-7.9954853,164.20704766285908,0.07440185546875,1
292.wav,-129.3089,114.69494,-83.278534,85.68283,-45.01286,-18.335957,-2.9319308,-22.871124,15.120051,-18.897614,-3.0374873,-2.0874672,-6.929475,-9.305855,-10.369734,-2.5055764,-16.463133,1.4671552,-5.803271,-10.041583,337.7522984745555,0.108642578125,0
613.wav,-288.6495,155.60258,0.5432005,43.79029,-4.902459,11.70757,23.175232,-8.343068,10.535088,-0.088840485,0.021208584,4.924657,-4.656803,6.357794,-1.5944562,-5.5954165,-1.4560966,-4.6933947,-3.3550417,-7.630057,179.02433983786764,0.02947998046875,1
6.wav,-239.06435,150.5344,-4.8716755,92.00416,10.808555,-8.251295,24.994083,-2.228014,-10.457239,-22.632689,-4.0434637,-4.020612,-17.68853,2.356468,-2.6643724,-7.2163777,0.6716707,-0.33276117,-3.738512,-7.171011,140.8611988232905,0.026885986328125,1
8.wav,-205.73203,176.78564,-52.005005,31.783669,-24.399242,-19.719326,-20.16312,-37.61375,13.339817,-16.07182,-11.947472,0.05131635,-16.279501,9.482723,-16.298946,-22.6361,-1.6831744,-18.484982,-10.477987,-8.277187,169.0657006521105,0.07177734375,1
1.wav,-233.43178,109.45626,-28.919243,44.10064,-31.308798,-12.144085,0.54051435,-43.22992,0.25869405,-5.279768,-1.8381164,9.447018,-17.734755,-5.913582,-14.927004,-11.317498,10.205008,-12.992819,-5.43079,5.0923686,291.0849199454946,0.061248779296875,1
753.wav,-272.56927,167.03772,-31.007553,8.45545,-18.622126,-29.493263,-0.029253006,-10.413969,-6.9305544,-14.262447,-16.378855,0.6705751,0.49020314,-7.7361803,-14.513849,-13.465342,-12.529364,-7.340008,-4.1789236,-15.229595,302.5936206589325,0.04803466796875,0
6.wav,-243.94243,139.33719,-19.156301,41.509804,-1.3644662,9.009449,11.1699295,-20.368565,23.378761,16.348907,-2.0344896,4.664154,3.1847594,9.41335,-8.86479,-1.7357799,11.403971,-4.7751865,-0.06657702,-6.197978,162.42075347713035,0.0406494140625,1
6.wav,-293.3799,123.79651,-27.382065,62.590336,-8.590816,-45.683754,4.5013404,-8.540186,-37.49255,-43.702213,-6.135243,0.8723544,-14.10777,6.173676,-5.4090176,-15.3653555,-8.107179,-21.901081,-11.673589,-2.5270216,279.47125165726425,0.06890869140625,1
299.wav,-212.17581,111.04477,-40.81941,82.25386,-44.990147,-19.37539,4.71894,-16.826088,12.070028,-14.940125,-0.024687827,-12.534698,-15.729456,-2.5758576,-17.0079,-1.1954753,-4.337141,-2.154093,-7.4979906,-12.4888935,356.25941665374086,0.068603515625,0
1000.wav,-221.31207,171.72464,-29.523579,51.41342,-8.4022045,3.2050936,14.247852,-11.0770855,3.0379276,16.841412,23.773453,-16.111694,-5.576956,11.109063,-24.735872,-12.769762,2.833776,-8.710401,-8.535205,-3.2236404,138.62404733634585,0.08984375,1
826.wav,-234.73904,193.40254,-17.29661,37.28952,12.229632,-4.901033,5.193851,-12.641126,-4.962366,-14.87445,-8.642436,-0.6629107,-8.729674,4.0571675,-6.651759,-11.973361,0.14719021,-6.301683,-5.1050615,-4.23948,141.64029568534733,0.02593994140625,1
156.wav,-215.36133,170.83255,-24.695198,74.96252,-5.606463,-31.020605,-19.660545,-42.93029,-1.1461229,-26.283934,-27.147144,0.7111414,-17.961657,-6.694377,-17.279537,-7.1210713,9.596767,-22.397636,3.031046,9.150583,175.7863010982554,0.043487548828125,1
435.wav,-199.33044,199.2536,-53.47306,47.641544,-8.7464485,-0.56151605,5.3143053,-16.010548,22.927906,-5.602722,-7.1083736,5.017831,-4.8028293,4.1197057,-6.573211,-2.1634197,0.39311016,-5.0026827,1.2535022,-1.696572,66.85557067753818,0.0635986328125,1
3.wav,-264.8158,183.84506,-13.688433,41.80015,0.056708813,-9.081871,-2.9022062,-32.529606,-9.315439,-8.97864,-6.410701,-0.11734402,-17.479944,-6.187773,-0.10989994,-4.333905,-2.9432416,-9.110236,-7.012476,-2.7441287,177.60306063665686,0.040252685546875,1
491.wav,-193.34715,161.16498,-40.003693,56.308792,-7.325901,-24.432188,1.3702998,-27.946598,-2.8601298,2.7467582,-2.9120846,1.016489,-3.9678755,-4.3476763,-9.049599,2.547431,-0.5775422,-2.8723068,13.007744,-0.14717746,331.4026419555665,0.051055908203125,0
621.wav,-234.20863,169.1109,-9.639453,92.72508,-10.349399,-7.0978756,7.8654943,-26.148499,3.9391482,-20.066092,-14.8641,-4.988329,-14.025509,5.951295,-5.721674,-11.157457,1.4003081,-5.606817,-6.3700795,0.81707567,85.98874248802402,0.043701171875,1
3.wav,-234.53162,156.44177,-33.96479,64.38067,-21.724691,-6.8524117,-12.303937,-33.633095,12.931338,-11.228254,-3.0812106,-7.6024294,-15.311184,8.154151,-8.5446615,-1.9844183,4.7790103,-11.416475,-4.381015,-0.4911276,270.2560504471752,0.05877685546875,0
918.wav,-258.65826,124.42665,-5.651762,39.831356,-22.893482,-29.817509,-7.394897,-19.01525,-7.1309776,-17.30494,-9.78895,-7.997628,-18.068405,-3.5334868,-7.3051233,-11.242456,-11.048176,-12.407284,-6.9949675,-12.04488,333.63361888099394,0.0345458984375,0
749.wav,-243.65167,132.2479,-48.23584,22.602156,-22.282448,-28.519552,5.874417,-14.977381,-4.2518344,-12.297576,-18.822647,0.90351623,-2.7171755,-7.891277,-9.612963,-13.760683,-11.849699,-8.343054,-4.2990584,-0.21217632,386.2945575295701,0.066741943359375,0
65.wav,-254.54503,173.72095,6.816253,39.149124,3.4046311,2.1033692,18.09406,11.633209,7.517675,-8.603547,8.414394,2.6311176,-6.8872395,9.27437,-3.6220655,-2.3069637,-0.91869354,-10.249057,-0.5529854,-1.5681612,143.0634955912344,0.0234375,1
9.wav,-295.49084,140.83017,6.3515778,56.05712,-27.168081,-14.385576,5.3932323,-14.078703,-0.9707689,-6.0168686,-4.655613,-10.407077,-8.599227,4.3923597,5.0731,-3.097588,-5.7238936,-5.18494,-11.706192,-7.712872,198.35301248567336,0.091552734375,1
